Path,Machine_Type,Dataset,Status,Machine_ID,Sample_ID,nb_echantillon,freq_echantillonnage
Data\fan\train\normal_id_02_00000384.wav,fan,train,normal,02,00000384,160000,16000
Data\fan\train\normal_id_02_00000385.wav,fan,train,normal,02,00000385,160000,16000
Data\fan\train\normal_id_02_00000386.wav,fan,train,normal,02,00000386,160000,16000
Data\fan\train\normal_id_02_00000387.wav,fan,train,normal,02,00000387,160000,16000
Data\fan\train\normal_id_02_00000388.wav,fan,train,normal,02,00000388,160000,16000
Data\fan\train\normal_id_02_00000389.wav,fan,train,normal,02,00000389,160000,16000
Data\fan\train\normal_id_02_00000390.wav,fan,train,normal,02,00000390,160000,16000
Data\fan\train\normal_id_02_00000391.wav,fan,train,normal,02,00000391,160000,16000
Data\fan\train\normal_id_02_00000392.wav,fan,train,normal,02,00000392,160000,16000
Data\fan\train\normal_id_02_00000393.wav,fan,train,normal,02,00000393,160000,16000
Data\fan\train\normal_id_02_00000394.wav,fan,train,normal,02,00000394,160000,16000
Data\fan\train\normal_id_02_00000395.wav,fan,train,normal,02,00000395,160000,16000
Data\fan\train\normal_id_02_00000396.wav,fan,train,normal,02,00000396,160000,16000
Data\fan\train\normal_id_02_00000397.wav,fan,train,normal,02,00000397,160000,16000
Data\fan\train\normal_id_02_00000398.wav,fan,train,normal,02,00000398,160000,16000
Data\fan\train\normal_id_02_00000399.wav,fan,train,normal,02,00000399,160000,16000
Data\fan\train\normal_id_02_00000400.wav,fan,train,normal,02,00000400,160000,16000
Data\fan\train\normal_id_02_00000401.wav,fan,train,normal,02,00000401,160000,16000
Data\fan\train\normal_id_02_00000402.wav,fan,train,normal,02,00000402,160000,16000
Data\fan\train\normal_id_02_00000403.wav,fan,train,normal,02,00000403,160000,16000
Data\fan\train\normal_id_02_00000404.wav,fan,train,normal,02,00000404,160000,16000
Data\fan\train\normal_id_02_00000405.wav,fan,train,normal,02,00000405,160000,16000
Data\fan\train\normal_id_02_00000406.wav,fan,train,normal,02,00000406,160000,16000
Data\fan\train\normal_id_02_00000407.wav,fan,train,normal,02,00000407,160000,16000
Data\fan\train\normal_id_02_00000408.wav,fan,train,normal,02,00000408,160000,16000
Data\fan\train\normal_id_02_00000409.wav,fan,train,normal,02,00000409,160000,16000
Data\fan\train\normal_id_02_00000410.wav,fan,train,normal,02,00000410,160000,16000
Data\fan\train\normal_id_02_00000411.wav,fan,train,normal,02,00000411,160000,16000
Data\fan\train\normal_id_02_00000412.wav,fan,train,normal,02,00000412,160000,16000
Data\fan\train\normal_id_02_00000413.wav,fan,train,normal,02,00000413,160000,16000
Data\fan\train\normal_id_02_00000414.wav,fan,train,normal,02,00000414,160000,16000
Data\fan\train\normal_id_02_00000415.wav,fan,train,normal,02,00000415,160000,16000
Data\fan\train\normal_id_02_00000416.wav,fan,train,normal,02,00000416,160000,16000
Data\fan\train\normal_id_02_00000417.wav,fan,train,normal,02,00000417,160000,16000
Data\fan\train\normal_id_02_00000418.wav,fan,train,normal,02,00000418,160000,16000
Data\fan\train\normal_id_02_00000419.wav,fan,train,normal,02,00000419,160000,16000
Data\fan\train\normal_id_02_00000420.wav,fan,train,normal,02,00000420,160000,16000
Data\fan\train\normal_id_02_00000421.wav,fan,train,normal,02,00000421,160000,16000
Data\fan\train\normal_id_02_00000422.wav,fan,train,normal,02,00000422,160000,16000
Data\fan\train\normal_id_02_00000423.wav,fan,train,normal,02,00000423,160000,16000
Data\fan\train\normal_id_02_00000424.wav,fan,train,normal,02,00000424,160000,16000
Data\fan\train\normal_id_02_00000425.wav,fan,train,normal,02,00000425,160000,16000
Data\fan\train\normal_id_02_00000426.wav,fan,train,normal,02,00000426,160000,16000
Data\fan\train\normal_id_02_00000427.wav,fan,train,normal,02,00000427,160000,16000
Data\fan\train\normal_id_02_00000428.wav,fan,train,normal,02,00000428,160000,16000
Data\fan\train\normal_id_02_00000429.wav,fan,train,normal,02,00000429,160000,16000
Data\fan\train\normal_id_02_00000430.wav,fan,train,normal,02,00000430,160000,16000
Data\fan\train\normal_id_02_00000431.wav,fan,train,normal,02,00000431,160000,16000
Data\fan\train\normal_id_02_00000432.wav,fan,train,normal,02,00000432,160000,16000
Data\fan\train\normal_id_02_00000433.wav,fan,train,normal,02,00000433,160000,16000
Data\fan\train\normal_id_02_00000434.wav,fan,train,normal,02,00000434,160000,16000
Data\fan\train\normal_id_02_00000435.wav,fan,train,normal,02,00000435,160000,16000
Data\fan\train\normal_id_02_00000436.wav,fan,train,normal,02,00000436,160000,16000
Data\fan\train\normal_id_02_00000437.wav,fan,train,normal,02,00000437,160000,16000
Data\fan\train\normal_id_02_00000438.wav,fan,train,normal,02,00000438,160000,16000
Data\fan\train\normal_id_02_00000439.wav,fan,train,normal,02,00000439,160000,16000
Data\fan\train\normal_id_02_00000440.wav,fan,train,normal,02,00000440,160000,16000
Data\fan\train\normal_id_02_00000441.wav,fan,train,normal,02,00000441,160000,16000
Data\fan\train\normal_id_02_00000442.wav,fan,train,normal,02,00000442,160000,16000
Data\fan\train\normal_id_02_00000443.wav,fan,train,normal,02,00000443,160000,16000
Data\fan\train\normal_id_02_00000444.wav,fan,train,normal,02,00000444,160000,16000
Data\fan\train\normal_id_02_00000445.wav,fan,train,normal,02,00000445,160000,16000
Data\fan\train\normal_id_02_00000446.wav,fan,train,normal,02,00000446,160000,16000
Data\fan\train\normal_id_02_00000447.wav,fan,train,normal,02,00000447,160000,16000
Data\fan\train\normal_id_02_00000448.wav,fan,train,normal,02,00000448,160000,16000
Data\fan\train\normal_id_02_00000449.wav,fan,train,normal,02,00000449,160000,16000
Data\fan\train\normal_id_02_00000450.wav,fan,train,normal,02,00000450,160000,16000
Data\fan\train\normal_id_02_00000451.wav,fan,train,normal,02,00000451,160000,16000
Data\fan\train\normal_id_02_00000452.wav,fan,train,normal,02,00000452,160000,16000
Data\fan\train\normal_id_02_00000453.wav,fan,train,normal,02,00000453,160000,16000
Data\fan\train\normal_id_02_00000454.wav,fan,train,normal,02,00000454,160000,16000
Data\fan\train\normal_id_02_00000455.wav,fan,train,normal,02,00000455,160000,16000
Data\fan\train\normal_id_02_00000456.wav,fan,train,normal,02,00000456,160000,16000
Data\fan\train\normal_id_02_00000457.wav,fan,train,normal,02,00000457,160000,16000
Data\fan\train\normal_id_02_00000458.wav,fan,train,normal,02,00000458,160000,16000
Data\fan\train\normal_id_02_00000459.wav,fan,train,normal,02,00000459,160000,16000
Data\fan\train\normal_id_02_00000460.wav,fan,train,normal,02,00000460,160000,16000
Data\fan\train\normal_id_02_00000461.wav,fan,train,normal,02,00000461,160000,16000
Data\fan\train\normal_id_02_00000462.wav,fan,train,normal,02,00000462,160000,16000
Data\fan\train\normal_id_02_00000463.wav,fan,train,normal,02,00000463,160000,16000
Data\fan\train\normal_id_02_00000464.wav,fan,train,normal,02,00000464,160000,16000
Data\fan\train\normal_id_02_00000465.wav,fan,train,normal,02,00000465,160000,16000
Data\fan\train\normal_id_02_00000466.wav,fan,train,normal,02,00000466,160000,16000
Data\fan\train\normal_id_02_00000467.wav,fan,train,normal,02,00000467,160000,16000
Data\fan\train\normal_id_02_00000468.wav,fan,train,normal,02,00000468,160000,16000
Data\fan\train\normal_id_02_00000469.wav,fan,train,normal,02,00000469,160000,16000
Data\fan\train\normal_id_02_00000470.wav,fan,train,normal,02,00000470,160000,16000
Data\fan\train\normal_id_02_00000471.wav,fan,train,normal,02,00000471,160000,16000
Data\fan\train\normal_id_02_00000472.wav,fan,train,normal,02,00000472,160000,16000
Data\fan\train\normal_id_02_00000473.wav,fan,train,normal,02,00000473,160000,16000
Data\fan\train\normal_id_02_00000474.wav,fan,train,normal,02,00000474,160000,16000
Data\fan\train\normal_id_02_00000475.wav,fan,train,normal,02,00000475,160000,16000
Data\fan\train\normal_id_02_00000476.wav,fan,train,normal,02,00000476,160000,16000
Data\fan\train\normal_id_02_00000477.wav,fan,train,normal,02,00000477,160000,16000
Data\fan\train\normal_id_02_00000478.wav,fan,train,normal,02,00000478,160000,16000
Data\fan\train\normal_id_02_00000479.wav,fan,train,normal,02,00000479,160000,16000
Data\fan\train\normal_id_02_00000480.wav,fan,train,normal,02,00000480,160000,16000
Data\fan\train\normal_id_02_00000481.wav,fan,train,normal,02,00000481,160000,16000
Data\fan\train\normal_id_02_00000482.wav,fan,train,normal,02,00000482,160000,16000
Data\fan\train\normal_id_02_00000483.wav,fan,train,normal,02,00000483,160000,16000
Data\fan\train\normal_id_02_00000484.wav,fan,train,normal,02,00000484,160000,16000
Data\fan\train\normal_id_02_00000485.wav,fan,train,normal,02,00000485,160000,16000
Data\fan\train\normal_id_02_00000486.wav,fan,train,normal,02,00000486,160000,16000
Data\fan\train\normal_id_02_00000487.wav,fan,train,normal,02,00000487,160000,16000
Data\fan\train\normal_id_02_00000488.wav,fan,train,normal,02,00000488,160000,16000
Data\fan\train\normal_id_02_00000489.wav,fan,train,normal,02,00000489,160000,16000
Data\fan\train\normal_id_02_00000490.wav,fan,train,normal,02,00000490,160000,16000
Data\fan\train\normal_id_02_00000491.wav,fan,train,normal,02,00000491,160000,16000
Data\fan\train\normal_id_02_00000492.wav,fan,train,normal,02,00000492,160000,16000
Data\fan\train\normal_id_02_00000493.wav,fan,train,normal,02,00000493,160000,16000
Data\fan\train\normal_id_02_00000494.wav,fan,train,normal,02,00000494,160000,16000
Data\fan\train\normal_id_02_00000495.wav,fan,train,normal,02,00000495,160000,16000
Data\fan\train\normal_id_02_00000496.wav,fan,train,normal,02,00000496,160000,16000
Data\fan\train\normal_id_02_00000497.wav,fan,train,normal,02,00000497,160000,16000
Data\fan\train\normal_id_02_00000498.wav,fan,train,normal,02,00000498,160000,16000
Data\fan\train\normal_id_02_00000499.wav,fan,train,normal,02,00000499,160000,16000
Data\fan\train\normal_id_02_00000500.wav,fan,train,normal,02,00000500,160000,16000
Data\fan\train\normal_id_02_00000501.wav,fan,train,normal,02,00000501,160000,16000
Data\fan\train\normal_id_02_00000502.wav,fan,train,normal,02,00000502,160000,16000
Data\fan\train\normal_id_02_00000503.wav,fan,train,normal,02,00000503,160000,16000
Data\fan\train\normal_id_02_00000504.wav,fan,train,normal,02,00000504,160000,16000
Data\fan\train\normal_id_02_00000505.wav,fan,train,normal,02,00000505,160000,16000
Data\fan\train\normal_id_02_00000506.wav,fan,train,normal,02,00000506,160000,16000
Data\fan\train\normal_id_02_00000507.wav,fan,train,normal,02,00000507,160000,16000
Data\fan\train\normal_id_02_00000508.wav,fan,train,normal,02,00000508,160000,16000
Data\fan\train\normal_id_02_00000509.wav,fan,train,normal,02,00000509,160000,16000
Data\fan\train\normal_id_02_00000510.wav,fan,train,normal,02,00000510,160000,16000
Data\fan\train\normal_id_02_00000511.wav,fan,train,normal,02,00000511,160000,16000
Data\fan\train\normal_id_02_00000512.wav,fan,train,normal,02,00000512,160000,16000
Data\fan\train\normal_id_02_00000513.wav,fan,train,normal,02,00000513,160000,16000
Data\fan\train\normal_id_02_00000514.wav,fan,train,normal,02,00000514,160000,16000
Data\fan\train\normal_id_02_00000515.wav,fan,train,normal,02,00000515,160000,16000
Data\fan\train\normal_id_02_00000516.wav,fan,train,normal,02,00000516,160000,16000
Data\fan\train\normal_id_02_00000517.wav,fan,train,normal,02,00000517,160000,16000
Data\fan\train\normal_id_02_00000518.wav,fan,train,normal,02,00000518,160000,16000
Data\fan\train\normal_id_02_00000519.wav,fan,train,normal,02,00000519,160000,16000
Data\fan\train\normal_id_02_00000520.wav,fan,train,normal,02,00000520,160000,16000
Data\fan\train\normal_id_02_00000521.wav,fan,train,normal,02,00000521,160000,16000
Data\fan\train\normal_id_02_00000522.wav,fan,train,normal,02,00000522,160000,16000
Data\fan\train\normal_id_02_00000523.wav,fan,train,normal,02,00000523,160000,16000
Data\fan\train\normal_id_02_00000524.wav,fan,train,normal,02,00000524,160000,16000
Data\fan\train\normal_id_02_00000525.wav,fan,train,normal,02,00000525,160000,16000
Data\fan\train\normal_id_02_00000526.wav,fan,train,normal,02,00000526,160000,16000
Data\fan\train\normal_id_02_00000527.wav,fan,train,normal,02,00000527,160000,16000
Data\fan\train\normal_id_02_00000528.wav,fan,train,normal,02,00000528,160000,16000
Data\fan\train\normal_id_02_00000529.wav,fan,train,normal,02,00000529,160000,16000
Data\fan\train\normal_id_02_00000530.wav,fan,train,normal,02,00000530,160000,16000
Data\fan\train\normal_id_02_00000531.wav,fan,train,normal,02,00000531,160000,16000
Data\fan\train\normal_id_02_00000532.wav,fan,train,normal,02,00000532,160000,16000
Data\fan\train\normal_id_02_00000533.wav,fan,train,normal,02,00000533,160000,16000
Data\fan\train\normal_id_02_00000534.wav,fan,train,normal,02,00000534,160000,16000
Data\fan\train\normal_id_02_00000535.wav,fan,train,normal,02,00000535,160000,16000
Data\fan\train\normal_id_02_00000536.wav,fan,train,normal,02,00000536,160000,16000
Data\fan\train\normal_id_02_00000537.wav,fan,train,normal,02,00000537,160000,16000
Data\fan\train\normal_id_02_00000538.wav,fan,train,normal,02,00000538,160000,16000
Data\fan\train\normal_id_02_00000539.wav,fan,train,normal,02,00000539,160000,16000
Data\fan\train\normal_id_02_00000540.wav,fan,train,normal,02,00000540,160000,16000
Data\fan\train\normal_id_02_00000541.wav,fan,train,normal,02,00000541,160000,16000
Data\fan\train\normal_id_02_00000542.wav,fan,train,normal,02,00000542,160000,16000
Data\fan\train\normal_id_02_00000543.wav,fan,train,normal,02,00000543,160000,16000
Data\fan\train\normal_id_02_00000544.wav,fan,train,normal,02,00000544,160000,16000
Data\fan\train\normal_id_02_00000545.wav,fan,train,normal,02,00000545,160000,16000
Data\fan\train\normal_id_02_00000546.wav,fan,train,normal,02,00000546,160000,16000
Data\fan\train\normal_id_02_00000547.wav,fan,train,normal,02,00000547,160000,16000
Data\fan\train\normal_id_02_00000548.wav,fan,train,normal,02,00000548,160000,16000
Data\fan\train\normal_id_02_00000549.wav,fan,train,normal,02,00000549,160000,16000
Data\fan\train\normal_id_02_00000550.wav,fan,train,normal,02,00000550,160000,16000
Data\fan\train\normal_id_02_00000551.wav,fan,train,normal,02,00000551,160000,16000
Data\fan\train\normal_id_02_00000552.wav,fan,train,normal,02,00000552,160000,16000
Data\fan\train\normal_id_02_00000553.wav,fan,train,normal,02,00000553,160000,16000
Data\fan\train\normal_id_02_00000554.wav,fan,train,normal,02,00000554,160000,16000
Data\fan\train\normal_id_02_00000555.wav,fan,train,normal,02,00000555,160000,16000
Data\fan\train\normal_id_02_00000556.wav,fan,train,normal,02,00000556,160000,16000
Data\fan\train\normal_id_02_00000557.wav,fan,train,normal,02,00000557,160000,16000
Data\fan\train\normal_id_02_00000558.wav,fan,train,normal,02,00000558,160000,16000
Data\fan\train\normal_id_02_00000559.wav,fan,train,normal,02,00000559,160000,16000
Data\fan\train\normal_id_02_00000560.wav,fan,train,normal,02,00000560,160000,16000
Data\fan\train\normal_id_02_00000561.wav,fan,train,normal,02,00000561,160000,16000
Data\fan\train\normal_id_02_00000562.wav,fan,train,normal,02,00000562,160000,16000
Data\fan\train\normal_id_02_00000563.wav,fan,train,normal,02,00000563,160000,16000
Data\fan\train\normal_id_02_00000564.wav,fan,train,normal,02,00000564,160000,16000
Data\fan\train\normal_id_02_00000565.wav,fan,train,normal,02,00000565,160000,16000
Data\fan\train\normal_id_02_00000566.wav,fan,train,normal,02,00000566,160000,16000
Data\fan\train\normal_id_02_00000567.wav,fan,train,normal,02,00000567,160000,16000
Data\fan\train\normal_id_02_00000568.wav,fan,train,normal,02,00000568,160000,16000
Data\fan\train\normal_id_02_00000569.wav,fan,train,normal,02,00000569,160000,16000
Data\fan\train\normal_id_02_00000570.wav,fan,train,normal,02,00000570,160000,16000
Data\fan\train\normal_id_02_00000571.wav,fan,train,normal,02,00000571,160000,16000
Data\fan\train\normal_id_02_00000572.wav,fan,train,normal,02,00000572,160000,16000
Data\fan\train\normal_id_02_00000573.wav,fan,train,normal,02,00000573,160000,16000
Data\fan\train\normal_id_02_00000574.wav,fan,train,normal,02,00000574,160000,16000
Data\fan\train\normal_id_02_00000575.wav,fan,train,normal,02,00000575,160000,16000
Data\fan\train\normal_id_02_00000576.wav,fan,train,normal,02,00000576,160000,16000
Data\fan\train\normal_id_02_00000577.wav,fan,train,normal,02,00000577,160000,16000
Data\fan\train\normal_id_02_00000578.wav,fan,train,normal,02,00000578,160000,16000
Data\fan\train\normal_id_02_00000579.wav,fan,train,normal,02,00000579,160000,16000
Data\fan\train\normal_id_02_00000580.wav,fan,train,normal,02,00000580,160000,16000
Data\fan\train\normal_id_02_00000581.wav,fan,train,normal,02,00000581,160000,16000
Data\fan\train\normal_id_02_00000582.wav,fan,train,normal,02,00000582,160000,16000
Data\fan\train\normal_id_02_00000583.wav,fan,train,normal,02,00000583,160000,16000
Data\fan\train\normal_id_02_00000584.wav,fan,train,normal,02,00000584,160000,16000
Data\fan\train\normal_id_02_00000585.wav,fan,train,normal,02,00000585,160000,16000
Data\fan\train\normal_id_02_00000586.wav,fan,train,normal,02,00000586,160000,16000
Data\fan\train\normal_id_02_00000587.wav,fan,train,normal,02,00000587,160000,16000
Data\fan\train\normal_id_02_00000588.wav,fan,train,normal,02,00000588,160000,16000
Data\fan\train\normal_id_02_00000589.wav,fan,train,normal,02,00000589,160000,16000
Data\fan\train\normal_id_02_00000590.wav,fan,train,normal,02,00000590,160000,16000
Data\fan\train\normal_id_02_00000591.wav,fan,train,normal,02,00000591,160000,16000
Data\fan\train\normal_id_02_00000592.wav,fan,train,normal,02,00000592,160000,16000
Data\fan\train\normal_id_02_00000593.wav,fan,train,normal,02,00000593,160000,16000
Data\fan\train\normal_id_02_00000594.wav,fan,train,normal,02,00000594,160000,16000
Data\fan\train\normal_id_02_00000595.wav,fan,train,normal,02,00000595,160000,16000
Data\fan\train\normal_id_02_00000596.wav,fan,train,normal,02,00000596,160000,16000
Data\fan\train\normal_id_02_00000597.wav,fan,train,normal,02,00000597,160000,16000
Data\fan\train\normal_id_02_00000598.wav,fan,train,normal,02,00000598,160000,16000
Data\fan\train\normal_id_02_00000599.wav,fan,train,normal,02,00000599,160000,16000
Data\fan\train\normal_id_02_00000600.wav,fan,train,normal,02,00000600,160000,16000
Data\fan\train\normal_id_02_00000601.wav,fan,train,normal,02,00000601,160000,16000
Data\fan\train\normal_id_02_00000602.wav,fan,train,normal,02,00000602,160000,16000
Data\fan\train\normal_id_02_00000603.wav,fan,train,normal,02,00000603,160000,16000
Data\fan\train\normal_id_02_00000604.wav,fan,train,normal,02,00000604,160000,16000
Data\fan\train\normal_id_02_00000605.wav,fan,train,normal,02,00000605,160000,16000
Data\fan\train\normal_id_02_00000606.wav,fan,train,normal,02,00000606,160000,16000
Data\fan\train\normal_id_02_00000607.wav,fan,train,normal,02,00000607,160000,16000
Data\fan\train\normal_id_02_00000608.wav,fan,train,normal,02,00000608,160000,16000
Data\fan\train\normal_id_02_00000609.wav,fan,train,normal,02,00000609,160000,16000
Data\fan\train\normal_id_02_00000610.wav,fan,train,normal,02,00000610,160000,16000
Data\fan\train\normal_id_02_00000611.wav,fan,train,normal,02,00000611,160000,16000
Data\fan\train\normal_id_02_00000612.wav,fan,train,normal,02,00000612,160000,16000
Data\fan\train\normal_id_02_00000613.wav,fan,train,normal,02,00000613,160000,16000
Data\fan\train\normal_id_02_00000614.wav,fan,train,normal,02,00000614,160000,16000
Data\fan\train\normal_id_02_00000615.wav,fan,train,normal,02,00000615,160000,16000
Data\fan\train\normal_id_02_00000616.wav,fan,train,normal,02,00000616,160000,16000
Data\fan\train\normal_id_02_00000617.wav,fan,train,normal,02,00000617,160000,16000
Data\fan\train\normal_id_02_00000618.wav,fan,train,normal,02,00000618,160000,16000
Data\fan\train\normal_id_02_00000619.wav,fan,train,normal,02,00000619,160000,16000
Data\fan\train\normal_id_02_00000620.wav,fan,train,normal,02,00000620,160000,16000
Data\fan\train\normal_id_02_00000621.wav,fan,train,normal,02,00000621,160000,16000
Data\fan\train\normal_id_02_00000622.wav,fan,train,normal,02,00000622,160000,16000
Data\fan\train\normal_id_02_00000623.wav,fan,train,normal,02,00000623,160000,16000
Data\fan\train\normal_id_02_00000624.wav,fan,train,normal,02,00000624,160000,16000
Data\fan\train\normal_id_02_00000625.wav,fan,train,normal,02,00000625,160000,16000
Data\fan\train\normal_id_02_00000626.wav,fan,train,normal,02,00000626,160000,16000
Data\fan\train\normal_id_02_00000627.wav,fan,train,normal,02,00000627,160000,16000
Data\fan\train\normal_id_02_00000628.wav,fan,train,normal,02,00000628,160000,16000
Data\fan\train\normal_id_02_00000629.wav,fan,train,normal,02,00000629,160000,16000
Data\fan\train\normal_id_02_00000630.wav,fan,train,normal,02,00000630,160000,16000
Data\fan\train\normal_id_02_00000631.wav,fan,train,normal,02,00000631,160000,16000
Data\fan\train\normal_id_02_00000632.wav,fan,train,normal,02,00000632,160000,16000
Data\fan\train\normal_id_02_00000633.wav,fan,train,normal,02,00000633,160000,16000
Data\fan\train\normal_id_02_00000634.wav,fan,train,normal,02,00000634,160000,16000
Data\fan\train\normal_id_02_00000635.wav,fan,train,normal,02,00000635,160000,16000
Data\fan\train\normal_id_02_00000636.wav,fan,train,normal,02,00000636,160000,16000
Data\fan\train\normal_id_02_00000637.wav,fan,train,normal,02,00000637,160000,16000
Data\fan\train\normal_id_02_00000638.wav,fan,train,normal,02,00000638,160000,16000
Data\fan\train\normal_id_02_00000639.wav,fan,train,normal,02,00000639,160000,16000
Data\fan\train\normal_id_02_00000640.wav,fan,train,normal,02,00000640,160000,16000
Data\fan\train\normal_id_02_00000641.wav,fan,train,normal,02,00000641,160000,16000
Data\fan\train\normal_id_02_00000642.wav,fan,train,normal,02,00000642,160000,16000
Data\fan\train\normal_id_02_00000643.wav,fan,train,normal,02,00000643,160000,16000
Data\fan\train\normal_id_02_00000644.wav,fan,train,normal,02,00000644,160000,16000
Data\fan\train\normal_id_02_00000645.wav,fan,train,normal,02,00000645,160000,16000
Data\fan\train\normal_id_02_00000646.wav,fan,train,normal,02,00000646,160000,16000
Data\fan\train\normal_id_02_00000647.wav,fan,train,normal,02,00000647,160000,16000
Data\fan\train\normal_id_02_00000648.wav,fan,train,normal,02,00000648,160000,16000
Data\fan\train\normal_id_02_00000649.wav,fan,train,normal,02,00000649,160000,16000
Data\fan\train\normal_id_02_00000650.wav,fan,train,normal,02,00000650,160000,16000
Data\fan\train\normal_id_02_00000651.wav,fan,train,normal,02,00000651,160000,16000
Data\fan\train\normal_id_02_00000652.wav,fan,train,normal,02,00000652,160000,16000
Data\fan\train\normal_id_02_00000653.wav,fan,train,normal,02,00000653,160000,16000
Data\fan\train\normal_id_02_00000654.wav,fan,train,normal,02,00000654,160000,16000
Data\fan\train\normal_id_02_00000655.wav,fan,train,normal,02,00000655,160000,16000
Data\fan\train\normal_id_02_00000656.wav,fan,train,normal,02,00000656,160000,16000
Data\fan\train\normal_id_02_00000657.wav,fan,train,normal,02,00000657,160000,16000
Data\fan\train\normal_id_02_00000658.wav,fan,train,normal,02,00000658,160000,16000
Data\fan\train\normal_id_02_00000659.wav,fan,train,normal,02,00000659,160000,16000
Data\fan\train\normal_id_02_00000660.wav,fan,train,normal,02,00000660,160000,16000
Data\fan\train\normal_id_02_00000661.wav,fan,train,normal,02,00000661,160000,16000
Data\fan\train\normal_id_02_00000662.wav,fan,train,normal,02,00000662,160000,16000
Data\fan\train\normal_id_02_00000663.wav,fan,train,normal,02,00000663,160000,16000
Data\fan\train\normal_id_02_00000664.wav,fan,train,normal,02,00000664,160000,16000
Data\fan\train\normal_id_02_00000665.wav,fan,train,normal,02,00000665,160000,16000
Data\fan\train\normal_id_02_00000666.wav,fan,train,normal,02,00000666,160000,16000
Data\fan\train\normal_id_02_00000667.wav,fan,train,normal,02,00000667,160000,16000
Data\fan\train\normal_id_02_00000668.wav,fan,train,normal,02,00000668,160000,16000
Data\fan\train\normal_id_02_00000669.wav,fan,train,normal,02,00000669,160000,16000
Data\fan\train\normal_id_02_00000670.wav,fan,train,normal,02,00000670,160000,16000
Data\fan\train\normal_id_02_00000671.wav,fan,train,normal,02,00000671,160000,16000
Data\fan\train\normal_id_02_00000672.wav,fan,train,normal,02,00000672,160000,16000
Data\fan\train\normal_id_02_00000673.wav,fan,train,normal,02,00000673,160000,16000
Data\fan\train\normal_id_02_00000674.wav,fan,train,normal,02,00000674,160000,16000
Data\fan\train\normal_id_02_00000675.wav,fan,train,normal,02,00000675,160000,16000
Data\fan\train\normal_id_02_00000676.wav,fan,train,normal,02,00000676,160000,16000
Data\fan\train\normal_id_02_00000677.wav,fan,train,normal,02,00000677,160000,16000
Data\fan\train\normal_id_02_00000678.wav,fan,train,normal,02,00000678,160000,16000
Data\fan\train\normal_id_02_00000679.wav,fan,train,normal,02,00000679,160000,16000
Data\fan\train\normal_id_02_00000680.wav,fan,train,normal,02,00000680,160000,16000
Data\fan\train\normal_id_02_00000681.wav,fan,train,normal,02,00000681,160000,16000
Data\fan\train\normal_id_02_00000682.wav,fan,train,normal,02,00000682,160000,16000
Data\fan\train\normal_id_02_00000683.wav,fan,train,normal,02,00000683,160000,16000
Data\fan\train\normal_id_02_00000684.wav,fan,train,normal,02,00000684,160000,16000
Data\fan\train\normal_id_02_00000685.wav,fan,train,normal,02,00000685,160000,16000
Data\fan\train\normal_id_02_00000686.wav,fan,train,normal,02,00000686,160000,16000
Data\fan\train\normal_id_02_00000687.wav,fan,train,normal,02,00000687,160000,16000
Data\fan\train\normal_id_02_00000688.wav,fan,train,normal,02,00000688,160000,16000
Data\fan\train\normal_id_02_00000689.wav,fan,train,normal,02,00000689,160000,16000
Data\fan\train\normal_id_02_00000690.wav,fan,train,normal,02,00000690,160000,16000
Data\fan\train\normal_id_02_00000691.wav,fan,train,normal,02,00000691,160000,16000
Data\fan\train\normal_id_02_00000692.wav,fan,train,normal,02,00000692,160000,16000
Data\fan\train\normal_id_02_00000693.wav,fan,train,normal,02,00000693,160000,16000
Data\fan\train\normal_id_02_00000694.wav,fan,train,normal,02,00000694,160000,16000
Data\fan\train\normal_id_02_00000695.wav,fan,train,normal,02,00000695,160000,16000
Data\fan\train\normal_id_02_00000696.wav,fan,train,normal,02,00000696,160000,16000
Data\fan\train\normal_id_02_00000697.wav,fan,train,normal,02,00000697,160000,16000
Data\fan\train\normal_id_02_00000698.wav,fan,train,normal,02,00000698,160000,16000
Data\fan\train\normal_id_02_00000699.wav,fan,train,normal,02,00000699,160000,16000
Data\fan\train\normal_id_02_00000700.wav,fan,train,normal,02,00000700,160000,16000
Data\fan\train\normal_id_02_00000701.wav,fan,train,normal,02,00000701,160000,16000
Data\fan\train\normal_id_02_00000702.wav,fan,train,normal,02,00000702,160000,16000
Data\fan\train\normal_id_02_00000703.wav,fan,train,normal,02,00000703,160000,16000
Data\fan\train\normal_id_02_00000704.wav,fan,train,normal,02,00000704,160000,16000
Data\fan\train\normal_id_02_00000705.wav,fan,train,normal,02,00000705,160000,16000
Data\fan\train\normal_id_02_00000706.wav,fan,train,normal,02,00000706,160000,16000
Data\fan\train\normal_id_02_00000707.wav,fan,train,normal,02,00000707,160000,16000
Data\fan\train\normal_id_02_00000708.wav,fan,train,normal,02,00000708,160000,16000
Data\fan\train\normal_id_02_00000709.wav,fan,train,normal,02,00000709,160000,16000
Data\fan\train\normal_id_02_00000710.wav,fan,train,normal,02,00000710,160000,16000
Data\fan\train\normal_id_02_00000711.wav,fan,train,normal,02,00000711,160000,16000
Data\fan\train\normal_id_02_00000712.wav,fan,train,normal,02,00000712,160000,16000
Data\fan\train\normal_id_02_00000713.wav,fan,train,normal,02,00000713,160000,16000
Data\fan\train\normal_id_02_00000714.wav,fan,train,normal,02,00000714,160000,16000
Data\fan\train\normal_id_02_00000715.wav,fan,train,normal,02,00000715,160000,16000
